ID,Purchase-date,Date,Time,Quarter,Qtr,Year,Month,Date_1,Special Day,Online Sale Offers ,Day,Weekend,Morning,Afternoon,Evening,Night,Gender,Customer ID,"Gender
F=1665
M=1815",Product-Name,Item-Status,Quantity,Currency,Item Price,Shipping-Price,Ship-City,Ship-State,Ship-Postal-Code,Category,"Total_
amount",Author ,Publication,"Profit Percentage
 (%)",Profit (INR),Cost Price
3058,07/09/2019 18:01,09/07/2019,17:01:00,2019 - Q3,3,2019,9,7,0,0,6,0,0,0,1,0,1,B07FWXVVV,F,Principles of Microeconomics,Shipped,1,INR,638,89,RANCHI,JHARKHAND,834002,college,728,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3059,08/09/2019 04:51,09/08/2019,03:51:00,2019 - Q3,3,2019,9,8,0,0,7,0,0,0,0,1,0,B07FWVXXY,M,Principles of Microeconomics,Shipped,1,INR,638,89,KHED,MAHARASHTRA,410501,college,728,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3060,08/09/2019 09:29,09/08/2019,08:29:00,2019 - Q3,3,2019,9,8,0,0,7,0,1,0,0,0,0,B07FWVURX,M,Reinforced Concrete: Limit State Design 7th Edition,Shipped,1,INR,550,79,BENGALURU,KARNATAKA,560042,college,629, Jain A K,NEM CHAND & BROTHERS-ROORKEE,13,71.5,478.5
3061,08/09/2019 09:53,09/08/2019,08:53:00,2019 - Q3,3,2019,9,8,0,0,7,0,1,0,0,0,1,B07FWVXUQ,F,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,Shipped,1,INR,192,79,MAHOOR,MAHARASHTRA,431721,School,271,NCERT,National Council of Education Research and Training,18,34.56,157.44
3062,08/09/2019 11:39,09/08/2019,10:39:00,2019 - Q3,3,2019,9,8,0,0,7,0,1,0,0,0,1,B07FWVUUU,F,Principles of Microeconomics,Shipped,1,INR,638,79,NEW DELHI,DELHI,110070,college,718,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3063,08/09/2019 12:32,09/08/2019,11:32:00,2019 - Q3,3,2019,9,8,0,0,7,0,1,0,0,0,0,B07FWWYRZ,M,Principles of Microeconomics,Shipped,1,INR,638,89,GWALIOR,MADHYA PRADESH,474009,college,728,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3064,08/09/2019 13:54,09/08/2019,12:54:00,2019 - Q3,3,2019,9,8,0,0,7,0,0,1,0,0,1,B07FWVVQS,F,Principles of Microeconomics,Shipped,1,INR,638,89,MUMBAI,MAHARASHTRA,400006,college,728,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3065,08/09/2019 13:59,09/08/2019,12:59:00,2019 - Q3,3,2019,9,8,0,0,7,0,0,1,0,0,1,B07FWVYRZ,F,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,Shipped,1,INR,192,89,AMRAVATI,MAHARASHTRA,444607,School,281,NCERT,National Council of Education Research and Training,18,34.56,157.44
3066,08/09/2019 14:19,09/08/2019,13:19:00,2019 - Q3,3,2019,9,8,0,0,7,0,0,1,0,0,1,B07FWVWWR,F,science textbook for class 8th ncert,Shipped,1,INR,149,89,LUCKNOW,UTTAR PRADESH,226022,school,238,NCERT,Unik,18,26.82,122.18
3067,08/09/2019 15:44,09/08/2019,14:44:00,2019 - Q3,3,2019,9,8,0,0,7,0,0,1,0,0,0,B07FWVZUZ,M,NCERT Science And Mathematics - Textbook For Class 7 Education 2020 ( Set Of 2 Books ),Shipped,1,INR,207,69,Dausa,RAJASTHAN,303505,school,276,NCERT,National Council of Education Research and Training,18,37.26,169.74
3068,08/09/2019 17:35,09/08/2019,16:35:00,2019 - Q3,3,2019,9,8,0,0,7,0,0,0,1,0,0,B07FWVXUU,M,Principles of Microeconomics,Shipped,1,INR,638,89,HAPUR,UTTAR PRADESH,245101,college,728,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3069,08/09/2019 18:51,09/08/2019,17:51:00,2019 - Q3,3,2019,9,8,0,0,7,0,0,0,1,0,1,B07FWVASV,F,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,Shipped,1,INR,192,89,BOISAR,MAHARASHTRA,401501,School,281,NCERT,National Council of Education Research and Training,18,34.56,157.44
3070,08/09/2019 18:55,09/08/2019,17:55:00,2019 - Q3,3,2019,9,8,0,0,7,0,0,0,1,0,0,B07FWVXUT,M,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,Shipped,1,INR,192,89,ROHTAK,HARYANA,124001,School,281,NCERT,National Council of Education Research and Training,18,34.56,157.44
3071,09/09/2019 03:58,09/09/2019,02:58:00,2019 - Q3,3,2019,9,9,0,0,1,0,0,0,0,1,1,B07FWVXSR,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,RISHIKESH,UTTARAKHAND,249201,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3072,09/09/2019 05:06,09/09/2019,04:06:00,2019 - Q3,3,2019,9,9,0,0,1,0,0,0,0,1,0,B07FWVVVR,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,BILIMORA,GUJARAT,396380,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3073,09/09/2019 07:37,09/09/2019,06:37:00,2019 - Q3,3,2019,9,9,0,0,1,0,1,0,0,0,1,B07FWVVZV,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,NEW DELHI,DELHI,110075,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3074,09/09/2019 08:31,09/09/2019,07:31:00,2019 - Q3,3,2019,9,9,0,0,1,0,1,0,0,0,0,B07FWXZYS,M,Principles of Microeconomics,Shipped,1,INR,638,89,Bhubaneswar,ODISHA,751010,college,728,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3075,09/09/2019 11:03,09/09/2019,10:03:00,2019 - Q3,3,2019,9,9,0,0,1,0,1,0,0,0,0,B07FWYTRY,M,Veterinary Medicine (Second edition 2013),Shipped,1,INR,160,89,JINTUR,MAHARASHTRA,431509,college,249,"DR LN SANKHALA, DR YOGESH SOMVANSHI",MURLIDHAR PRINTS,13,20.8,139.2
3076,09/09/2019 13:03,09/09/2019,12:03:00,2019 - Q3,3,2019,9,9,0,0,1,0,0,1,0,0,0,B07FWVUVZ,M,Rajasthan Ka Bhugool,Shipped,1,INR,200,79,RIICO INDUSTRIAL AREA PALSANA,RAJASTHAN,332402,college,279, Dr Hari Mohan Saxena ,Dr Hari Mohan Saxena,13,26,174
3077,09/09/2019 15:44,09/09/2019,14:44:00,2019 - Q3,3,2019,9,9,0,0,1,0,0,1,0,0,0,B07FWVWVW,M,Principles of Microeconomics,Shipped,1,INR,638,79,Govindpuri Gali no 8,DELHI,110019,college,718,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3078,09/09/2019 16:42,09/09/2019,15:42:00,2019 - Q3,3,2019,9,9,0,0,1,0,0,1,0,0,1,B07FWVWRU,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,KANCHEEPURAM,TAMIL NADU,631561,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3079,10/09/2019 03:01,09/10/2019,02:01:00,2019 - Q3,3,2019,9,10,1,0,2,0,0,0,0,1,0,B07FWXUWV,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,covi,TAMIL NADU,641006,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3080,10/09/2019 04:32,09/10/2019,03:32:00,2019 - Q3,3,2019,9,10,1,0,2,0,0,0,0,1,0,B07FWVWZV,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,NEW DELHI,DELHI,110009,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3081,10/09/2019 05:12,09/10/2019,04:12:00,2019 - Q3,3,2019,9,10,1,0,2,0,0,0,0,1,1,B07FWXWTZ,F,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,Shipped,1,INR,192,79,JALESAR,UTTAR PRADESH,207302,School,271,NCERT,National Council of Education Research and Training,18,34.56,157.44
3082,10/09/2019 06:06,09/10/2019,05:06:00,2019 - Q3,3,2019,9,10,1,0,2,0,0,0,0,1,0,B07FWXARY,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,Bangalore,KARNATAKA,560102,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3083,10/09/2019 10:10,09/10/2019,09:10:00,2019 - Q3,3,2019,9,10,1,0,2,0,1,0,0,0,0,B07FWVYRY,M,Principles of Microeconomics,Shipped,1,INR,638,89,BENGALURU,KARNATAKA,560038,college,728,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3084,10/09/2019 10:30,09/10/2019,09:30:00,2019 - Q3,3,2019,9,10,1,0,2,0,1,0,0,0,1,B07FWYXQS,F,Principles of Microeconomics,Shipped,1,INR,638,79,PAURI,UTTARAKHAND,246174,college,718,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3085,10/09/2019 12:52,09/10/2019,11:52:00,2019 - Q3,3,2019,9,10,1,0,2,0,1,0,0,0,0,B07FWYSTR,M,Principles of Microeconomics,Shipped,1,INR,638,89,Kushinagar,UTTAR PRADESH,274403,college,728,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3086,10/09/2019 13:40,09/10/2019,12:40:00,2019 - Q3,3,2019,9,10,1,0,2,0,0,1,0,0,0,B07FWVXXY,M,Principles of Microeconomics,Shipped,1,INR,638,89,KHED,MAHARASHTRA,410501,college,728,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3087,10/09/2019 13:55,09/10/2019,12:55:00,2019 - Q3,3,2019,9,10,1,0,2,0,0,1,0,0,0,B07FWXWUX,M,OPERATING SYSTEM CONCEPTS 9ED (PB 2019),Shipped,1,INR,470,79,GHAZIABAD,UTTAR PRADESH,201012,college,549,Abraham Silberschatz,Wiley,13,61.1,408.9
3088,10/09/2019 15:09,09/10/2019,14:09:00,2019 - Q3,3,2019,9,10,1,0,2,0,0,1,0,0,1,B07FWYUYY,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,Dhone,ANDHRA PRADESH,518220,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3089,10/09/2019 16:51,09/10/2019,15:51:00,2019 - Q3,3,2019,9,10,1,0,2,0,0,1,0,0,1,B07FWVXYV,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,SHIMLA,HIMACHAL PRADESH,171001,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3090,10/09/2019 18:39,09/10/2019,17:39:00,2019 - Q3,3,2019,9,10,1,0,2,0,0,0,1,0,1,B07FWXTUW,F,Textbook of Physiology - 2 Volume Set With Free QA Physiology,Shipped,1,INR,1825,89,ACHAMPET,TELANGANA,509375,college,1914, APC BOOKS ,APC BOOKS,13,237.25,1587.75
3091,10/09/2019 19:22,09/10/2019,18:22:00,2019 - Q3,3,2019,9,10,1,0,2,0,0,0,1,0,1,B07FWXUTS,F,Textbook of Physiology - 2 Volume Set With Free QA Physiology,Shipped,1,INR,1825,79,CHHATA,UTTAR PRADESH,281401,college,1904, APC BOOKS ,APC BOOKS,13,237.25,1587.75
3092,11/09/2019 01:34,09/11/2019,00:34:00,2019 - Q3,3,2019,9,11,0,0,3,0,0,0,0,1,1,B07FWVAWR,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,NEBADHAI DUTTAPUKUR,WEST BENGAL,743248,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3093,11/09/2019 13:32,09/11/2019,12:32:00,2019 - Q3,3,2019,9,11,0,0,3,0,0,1,0,0,1,B07FWVVXS,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,NEW DELHI,DELHI,110052,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3094,11/09/2019 13:45,09/11/2019,12:45:00,2019 - Q3,3,2019,9,11,0,0,3,0,0,1,0,0,1,B07FWVWQU,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,AHMEDABAD,GUJARAT,380021,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3095,11/09/2019 14:17,09/11/2019,13:17:00,2019 - Q3,3,2019,9,11,0,0,3,0,0,1,0,0,1,B07FWWUSS,F,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,Shipped,1,INR,192,89,BENGALURU,KARNATAKA,560064,School,281,NCERT,National Council of Education Research and Training,18,34.56,157.44
3096,11/09/2019 14:20,09/11/2019,13:20:00,2019 - Q3,3,2019,9,11,0,0,3,0,0,1,0,0,1,B07FWVWQX,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416410,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3097,11/09/2019 14:39,09/11/2019,13:39:00,2019 - Q3,3,2019,9,11,0,0,3,0,0,1,0,0,1,B07FWVVUS,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,Malad east,MAHARASHTRA,400097,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3098,11/09/2019 15:53,09/11/2019,14:53:00,2019 - Q3,3,2019,9,11,0,0,3,0,0,1,0,0,1,B07FWVXTS,F,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,Shipped,1,INR,192,89,SOLAPUR,MAHARASHTRA,413006,School,281,NCERT,National Council of Education Research and Training,18,34.56,157.44
3099,11/09/2019 17:51,09/11/2019,16:51:00,2019 - Q3,3,2019,9,11,0,0,3,0,0,0,1,0,1,B07FWVWRY,F,OPERATING SYSTEM CONCEPTS 9ED (PB 2019),Shipped,1,INR,470,79,PALI,RAJASTHAN,306421,college,549,Abraham Silberschatz,Wiley,13,61.1,408.9
3100,11/09/2019 18:44,09/11/2019,17:44:00,2019 - Q3,3,2019,9,11,0,0,3,0,0,0,1,0,1,B07FWYYWU,F,Mathematics Textbook for Class - 6  - 650,Shipped,1,INR,285,89,Pune,Maharashtra,411045,school,374,NCERT,National Council of Education Research and Training,18,51.3,233.7
3101,12/09/2019 03:19,09/12/2019,02:19:00,2019 - Q3,3,2019,9,12,0,0,4,0,0,0,0,1,0,B07FWWAUX,M,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,Shipped,1,INR,192,79,GHAZIABAD,UTTAR PRADESH,201009,School,271,NCERT,National Council of Education Research and Training,18,34.56,157.44
3102,12/09/2019 05:28,09/12/2019,04:28:00,2019 - Q3,3,2019,9,12,0,0,4,0,0,0,0,1,1,B07FWYVXR,F,Social and Political Life Part - 1 Textbook in Social Science for Class - 6  - 658,Shipped,1,INR,129,89,AMBEJOGAI,MAHARASHTRA,431517,school,218,NCERT,National Council of Education Research and Training,18,23.22,105.78
3103,12/09/2019 05:28,09/12/2019,04:28:00,2019 - Q3,3,2019,9,12,0,0,4,0,0,0,0,1,0,B07FWVXRY,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,AHMEDABAD,GUJARAT,380060,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3104,12/09/2019 06:33,09/12/2019,05:33:00,2019 - Q3,3,2019,9,12,0,0,4,0,0,0,0,1,0,B07FWVWUX,M,Principles of Microeconomics,Shipped,1,INR,638,89,Reengus,RAJASTHAN,332404,college,728,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3105,12/09/2019 07:01,09/12/2019,06:01:00,2019 - Q3,3,2019,9,12,0,0,4,0,1,0,0,0,0,B07FWVWWS,M,Modern Microeconomics: Theory & Applications,Shipped,1,INR,615,89,MUMBAI,MAHARASHTRA,400067,college,704, H.L. Ahuja ,S.Chand (G/L) & Company Ltd,13,79.95,535.05
3106,12/09/2019 11:27,09/12/2019,10:27:00,2019 - Q3,3,2019,9,12,0,0,4,0,1,0,0,0,0,B07FWVUTV,M,Chemistry Textbook Part - 2 for Class - 12 with Free Car Anti Slip Mat,Shipped,1,INR,192,79,GURUGRAM,HARYANA,122001,School,271,NCERT,National Council of Education Research and Training,18,34.56,157.44
3107,12/09/2019 16:30,09/12/2019,15:30:00,2019 - Q3,3,2019,9,12,0,0,4,0,0,1,0,0,1,B07FWVXVY,F,NCERT Science And Mathematics - Textbook For Class 7 Education 2020 ( Set Of 2 Books ),Shipped,1,INR,207,89,COLONELGANJ,UTTAR PRADESH,271502,school,296,NCERT,National Council of Education Research and Training,18,37.26,169.74
3108,12/09/2019 17:55,09/12/2019,16:55:00,2019 - Q3,3,2019,9,12,0,0,4,0,0,0,1,0,0,B07FWVUTT,M,Maths 8,Shipped,1,INR,138,79,CHENNAI,TAMILNADU,600095,school,217,NCERT,National Council of Education Research and Training,18,24.84,113.16
3109,12/09/2019 20:41,09/12/2019,19:41:00,2019 - Q3,3,2019,9,12,0,0,4,0,0,0,1,0,0,B07FWWBZR,M,Principles of Microeconomics,Shipped,1,INR,638,89,BENGALURU,KARNATAKA,560077,college,728,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3110,13/09/2019 04:22,9/13/2019,03:22:00,2019 - Q3,3,2019,9,13,0,0,5,0,0,0,0,1,1,B07FWVVXY,F,Rajasthan Ka Bhugool,Shipped,1,INR,200,89,PUNE,MAHARASHTRA,411015,college,289, Dr Hari Mohan Saxena ,Dr Hari Mohan Saxena,13,26,174
3111,13/09/2019 09:26,9/13/2019,08:26:00,2019 - Q3,3,2019,9,13,0,0,5,0,1,0,0,0,1,B07FWVVZR,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,ANANTAPUR,ANDHRA PRADESH,515001,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3112,13/09/2019 11:25,9/13/2019,10:25:00,2019 - Q3,3,2019,9,13,0,0,5,0,1,0,0,0,0,B07FWVXQS,M,Maths 8,Shipped,1,INR,138,41,MAHOOR,MAHARASHTRA,431721,school,179,NCERT,National Council of Education Research and Training,18,24.84,113.16
3113,13/09/2019 11:25,9/13/2019,10:25:00,2019 - Q3,3,2019,9,13,0,0,5,0,1,0,0,0,1,B07FWVXUQ,F,science textbook for class 8th ncert,Shipped,1,INR,149,48,MAHOOR,MAHARASHTRA,431721,school,197,NCERT,Unik,18,26.82,122.18
3114,13/09/2019 13:57,9/13/2019,12:57:00,2019 - Q3,3,2019,9,13,0,0,5,0,0,1,0,0,0,B07FWVWZS,M,Ordinary and Partial Differential Equations,Shipped,1,INR,899,89,NEW DELHI,DELHI,110059,college,988, M.D. Raisinghania,S. Chand Publishing,13,116.87,782.13
3115,13/09/2019 16:34,9/13/2019,15:34:00,2019 - Q3,3,2019,9,13,0,0,5,0,0,1,0,0,1,B07FWVVVX,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,SURAT,GUJARAT,394221,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3116,14/09/2019 08:03,9/14/2019,07:03:00,2019 - Q3,3,2019,9,14,0,0,6,0,1,0,0,0,0,B07FWVVYV,M,Maths 8,Shipped,1,INR,138,89,THANE,MAHARASHTRA,401107,school,227,NCERT,National Council of Education Research and Training,18,24.84,113.16
3117,14/09/2019 13:29,9/14/2019,12:29:00,2019 - Q3,3,2019,9,14,0,0,6,0,0,1,0,0,0,B07FWVUSY,M,Mathematics - Textbook for Class 7,Shipped,1,INR,142,89,TENALI,ANDHRA PRADESH,522201,school,231,R.S Aggarwal,Pearson Education,18,25.641,116.809
3118,15/09/2019 16:49,9/15/2019,15:49:00,2019 - Q3,3,2019,9,15,0,0,7,0,0,1,0,0,1,B07FWVVWV,F,Micro Economic Theory,Shipped,1,INR,310,89,MUMBAI,MAHARASHTRA,400086,college,399, Andreu Mas-Colell,OUP USA,13,40.3,269.7
3119,16/09/2019 08:07,9/16/2019,07:07:00,2019 - Q3,3,2019,9,16,0,0,1,0,1,0,0,0,1,B07FWWSVZ,F,Rajasthan Ka Bhugool,Shipped,1,INR,200,89,GANGAPUR CITY,RAJASTHAN,322201,college,289, Dr Hari Mohan Saxena ,Dr Hari Mohan Saxena,13,26,174
3120,17/09/2019 13:48,9/17/2019,12:48:00,2019 - Q3,3,2019,9,17,0,0,2,0,0,1,0,0,1,B07FWVWQX,F,Social and Political Life Part - 1 Textbook in Social Science for Class - 6  - 658,Shipped,1,INR,129,89,SANGLI MIRAJ KUPWAD,MAHARASHTRA,416410,school,218,NCERT,National Council of Education Research and Training,18,23.22,105.78
3121,18/09/2019 03:49,9/18/2019,02:49:00,2019 - Q3,3,2019,9,18,0,0,3,0,0,0,0,1,1,B07FWWXQS,F,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,79,RIKHABDEO,RAJASTHAN,313802,competition ,399,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
3122,18/09/2019 03:49,9/18/2019,02:49:00,2019 - Q3,3,2019,9,18,0,0,3,0,0,0,0,1,0,B07FWWWWQ,M,Lakshya Rajasthan 2019 paper 1st Rajasthan bhugol & arthvavstha for all competition exams,Shipped,1,INR,320,79,RIKHABDEO,RAJASTHAN,313802,competition ,399,Kanti Jain,Manu Prakashan Private Limited,17,54.4,265.6
3123,18/09/2019 03:59,9/18/2019,02:59:00,2019 - Q3,3,2019,9,18,0,0,3,0,0,0,0,1,0,B07FWVWXT,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,VADODARA,GUJARAT,390025,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3124,18/09/2019 08:20,9/18/2019,07:20:00,2019 - Q3,3,2019,9,18,0,0,3,0,1,0,0,0,1,B07FWWAYT,F,Rajasthan Ka Bhugool,Shipped,1,INR,200,79,MATHANIA,RAJASTHAN,342305,college,279, Dr Hari Mohan Saxena ,Dr Hari Mohan Saxena,13,26,174
3125,18/09/2019 09:53,9/18/2019,08:53:00,2019 - Q3,3,2019,9,18,0,0,3,0,1,0,0,0,0,B07FWXAQR,M,Maths 8,Shipped,1,INR,138,89,Kishanganj,BIHAR,855107,school,227,NCERT,National Council of Education Research and Training,18,24.84,113.16
3126,18/09/2019 15:01,9/18/2019,14:01:00,2019 - Q3,3,2019,9,18,0,0,3,0,0,1,0,0,1,B07FWVVRV,F,Mathematics Textbook for Class - 6  - 650,Shipped,1,INR,285,89,SALEM,TAMIL NADU,636010,school,374,NCERT,National Council of Education Research and Training,18,51.3,233.7
3127,18/09/2019 17:55,9/18/2019,16:55:00,2019 - Q3,3,2019,9,18,0,0,3,0,0,0,1,0,1,B07FWVXWT,F,Principles of Microeconomics,Shipped,1,INR,638,79,NEW DELHI,DELHI,110026,college,718,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3128,19/09/2019 03:14,9/19/2019,02:14:00,2019 - Q3,3,2019,9,19,0,0,4,0,0,0,0,1,1,B07FWVXYV,F,Maths 8,Shipped,1,INR,138,89,SHIMLA,HIMACHAL PRADESH,171001,school,227,NCERT,National Council of Education Research and Training,18,24.84,113.16
3129,19/09/2019 05:46,9/19/2019,04:46:00,2019 - Q3,3,2019,9,19,0,0,4,0,0,0,0,1,0,B07FWVUWT,M,Principles of Microeconomics,Shipped,1,INR,638,79,KANPUR,UTTAR PRADESH,208011,college,718,N. Gregory Mankiw,OpenStax,13,83.005,555.495
3130,19/09/2019 13:28,9/19/2019,12:28:00,2019 - Q3,3,2019,9,19,0,0,4,0,0,1,0,0,1,B07FWYXVR,F,Mathematics Textbook for Class 8- 852,Shipped,1,INR,180,89,"chromepet,chennai",TAMIL NADU,600044,school,269,NCERT,National Council of Education Research and Training,18,32.4,147.6
3131,20/09/2019 06:13,9/20/2019,05:13:00,2019 - Q3,3,2019,9,20,0,0,5,0,0,0,0,1,1,B07FWVWRU,F,Let Us C,Shipped,1,INR,315,89,KANCHEEPURAM,TAMIL NADU,631561,college,404,Yashavant Kanetkar,"BPB Publications
",13,40.95,274.05
3132,20/09/2019 11:40,9/20/2019,10:40:00,2019 - Q3,3,2019,9,20,0,0,5,0,1,0,0,0,1,B07FWVVUQ,F,Rajasthan Ka Bhugool,Shipped,1,INR,200,79,NEW DELHI,DELHI,110009,college,279, Dr Hari Mohan Saxena ,Dr Hari Mohan Saxena,13,26,174
3133,20/09/2019 17:23,9/20/2019,16:23:00,2019 - Q3,3,2019,9,20,0,0,5,0,0,0,1,0,0,B07FWVXWX,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,PUNE,MAHARASHTRA,411030,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3134,20/09/2019 17:41,9/20/2019,16:41:00,2019 - Q3,3,2019,9,20,0,0,5,0,0,0,1,0,0,B07FWWXUQ,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,HYDERABAD,TELANGANA,500008,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3135,21/09/2019 06:14,9/21/2019,05:14:00,2019 - Q3,3,2019,9,21,0,0,6,0,0,0,0,1,0,B07FWVXRV,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,Alwar,RAJASTHAN,301001,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3136,21/09/2019 07:09,9/21/2019,06:09:00,2019 - Q3,3,2019,9,21,0,0,6,0,1,0,0,0,0,B07FWVVYX,M,Social Psychology,Shipped,1,INR,1790,89,AHMEDABAD,GUJARAT,380009,college,1879, David Myers,Hogrefe Publishing,13,232.7,1557.3
3137,21/09/2019 07:17,9/21/2019,06:17:00,2019 - Q3,3,2019,9,21,0,0,6,0,1,0,0,0,0,B07FWVVQT,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,Jadcherla,TELANGANA,509125,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3138,21/09/2019 08:40,9/21/2019,07:40:00,2019 - Q3,3,2019,9,21,0,0,6,0,1,0,0,0,1,B07FWVUQY,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,ELURUEluru,ANDHRA PRADESH,534005,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3139,21/09/2019 08:51,9/21/2019,07:51:00,2019 - Q3,3,2019,9,21,0,0,6,0,1,0,0,0,1,B07FWXTVR,F,Macro Economic Theory,Shipped,1,INR,395,89,RAIPUR,CHATTISGARH,492007,college,484,Froyen ,Pearson Education India,13,51.35,343.65
3140,21/09/2019 16:15,9/21/2019,15:15:00,2019 - Q3,3,2019,9,21,0,0,6,0,0,1,0,0,1,B07FWVWTV,F,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,"Vashi, Navi-Mumbai",Maharashtra,400705,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3141,21/09/2019 18:30,9/21/2019,17:30:00,2019 - Q3,3,2019,9,21,0,0,6,0,0,0,1,0,0,B07FWYUSU,M,Rajasthan Ka Bhugool,Shipped,1,INR,200,79,Pratapgarh,RAJASTHAN,312615,college,279, Dr Hari Mohan Saxena ,Dr Hari Mohan Saxena,13,26,174
3142,22/09/2019 04:50,9/22/2019,03:50:00,2019 - Q3,3,2019,9,22,0,0,7,0,0,0,0,1,0,B07FWVWXT,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,VADODARA,GUJARAT,390025,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
3143,22/09/2019 05:18,9/22/2019,04:18:00,2019 - Q3,3,2019,9,22,0,0,7,0,0,0,0,1,0,B07FWWXZZ,M,Science textbook for Class -7 - 2020 (NCERT),Shipped,1,INR,175,89,KOLKATA,WEST BENGAL,700084,school,264,NCERT,National Council of Education Research and Training,18,31.5,143.5
